product_id,name,category,brand,price,rating,stock,supplier,delivery_days,warranty_months,compliance_level,description,tags
P-0358,Vari Essential Standing Desk 107,Standing Desk,Vari,441.06,3.9,110,Initech Corporate Supply,10,36,ISO-Ready,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, value"
P-0359,Ikea Fleet Standing Desk 108,Standing Desk,Ikea,573.15,4.8,197,Fabrikam Procurement,10,48,Standard,"Ikea standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0360,Branch Plus Standing Desk 109,Standing Desk,Branch,232.02,4.6,226,Globex Workplace,2,36,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0361,Ikea Secure Standing Desk 110,Standing Desk,Ikea,386.82,4.1,97,Globex Workplace,5,48,Standard,"Ikea standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, value"
P-0362,Vari Plus Standing Desk 111,Standing Desk,Vari,666.16,4.6,86,Contoso Business Tech,3,12,Eco-Preferred,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0363,Vari Fleet Standing Desk 112,Standing Desk,Vari,766.19,4.5,93,Fabrikam Procurement,9,12,ISO-Ready,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0364,Branch Essential Standing Desk 113,Standing Desk,Branch,847.56,4.8,192,Fabrikam Procurement,1,12,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0365,Branch Fleet Standing Desk 114,Standing Desk,Branch,692.03,4.4,72,Fabrikam Procurement,12,36,Business,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0366,Uplift Secure Standing Desk 115,Standing Desk,Uplift,408.82,4.5,198,Initech Corporate Supply,8,48,Eco-Preferred,"Uplift standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0367,Ikea Plus Standing Desk 116,Standing Desk,Ikea,312.23,4.4,137,Globex Workplace,10,12,ISO-Ready,"Ikea standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0368,Branch Team Standing Desk 117,Standing Desk,Branch,728.01,4.6,209,Globex Workplace,7,24,Business,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0369,FlexiSpot Essential Standing Desk 118,Standing Desk,FlexiSpot,893.5,4.3,177,Contoso Business Tech,8,24,Enterprise,"FlexiSpot standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, value"
P-0370,Ikea Ultra Standing Desk 119,Standing Desk,Ikea,874.39,4.3,126,Globex Workplace,6,12,Standard,"Ikea standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, value"
P-0371,Branch Ultra Standing Desk 120,Standing Desk,Branch,443.76,4.5,100,Northwind Office Supply,2,24,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0372,Vari Plus Standing Desk 121,Standing Desk,Vari,868.31,4.4,233,Northwind Office Supply,4,48,Standard,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0373,Ikea Ergo Standing Desk 122,Standing Desk,Ikea,239.17,4.9,168,Umbrella Office Systems,1,12,Enterprise,"Ikea standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0374,Branch Fleet Standing Desk 123,Standing Desk,Branch,637.16,4.6,123,Umbrella Office Systems,2,48,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0375,Uplift Pro Standing Desk 124,Standing Desk,Uplift,363.9,4.7,160,Fabrikam Procurement,6,48,Enterprise,"Uplift standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
